Polarization of Light 'Brewsters' Data File Wed, Nov 19, 2025 7:34 PM
Sensor Position (Degrees)	Light Intensity (Volts)
135.51667	0.08858
135.46667	0.08858
135.43333	0.09132
135.43333	0.09228
135.41667	0.09100
135.41667	0.09341
135.41667	0.09245
135.41667	0.09422
135.41667	0.09148
135.41667	0.07730
135.41667	0.05990
135.41667	0.05668
135.43333	0.07795
135.43333	0.09873
135.43333	0.09083
135.43333	0.10018
135.43333	0.09921
135.43333	0.10227
135.43333	0.10485
135.43333	0.10550
135.43333	0.10034
135.43333	0.10646
135.43333	0.10533
135.43333	0.10743
135.43333	0.10952
135.43333	0.10791
135.43333	0.10260
135.41667	0.10388
135.41667	0.10437
135.41667	0.10260
135.40000	0.10243
135.40000	0.11323
135.38333	0.11275
135.38333	0.11468
135.38333	0.11597
135.38333	0.11339
135.38333	0.11210
135.38333	0.11210
135.38333	0.11323
135.38333	0.11403
135.38333	0.11113
135.38333	0.11113
135.36667	0.10985
135.31667	0.11742
135.20000	0.11291
134.98333	0.08681
134.88333	0.08197
134.86667	0.08197
134.83333	0.09003
134.78333	0.09035
134.71667	0.10582
134.63333	0.10856
134.56667	0.10517
134.43333	0.10372
134.30000	0.10115
134.21667	0.09696
134.15000	0.09760
134.10000	0.08938
134.06667	0.09390
134.03333	0.09406
134.00000	0.09212
133.93333	0.09680
133.86667	0.09712
133.80000	0.09583
133.75000	0.10002
133.66667	0.09293
133.58333	0.09438
133.46667	0.09212
133.35000	0.08890
133.23333	0.08262
133.13333	0.08165
133.03333	0.07472
132.95000	0.08020
132.90000	0.08101
132.85000	0.08262
132.80000	0.08906
132.76667	0.08842
132.71667	0.08971
132.68333	0.08600
132.63333	0.08906
132.58333	0.08874
132.50000	0.08310
132.45000	0.08020
132.38333	0.08068
132.31667	0.07650
132.26667	0.06151
132.25000	0.06731
132.25000	0.07456
132.25000	0.07778
132.25000	0.08101
132.25000	0.08826
132.25000	0.09100
132.25000	0.08616
132.25000	0.09067
132.25000	0.09551
132.23333	0.09454
132.18333	0.08681
132.11667	0.09116
132.06667	0.09422
132.05000	0.09454
132.03333	0.09583
132.03333	0.09132
132.01667	0.08922
132.01667	0.09857
132.01667	0.09680
132.01667	0.10163
132.01667	0.09953
132.01667	0.10356
132.01667	0.10082
132.01667	0.09760
132.01667	0.10131
132.01667	0.09857
132.03333	0.10469
132.03333	0.10662
132.03333	0.09486
132.03333	0.10002
132.03333	0.10421
132.03333	0.10340
132.03333	0.10550
132.03333	0.07859
132.03333	0.06731
132.03333	0.07424
132.03333	0.07488
132.03333	0.07650
132.03333	0.08246
132.03333	0.09083
132.03333	0.09245
132.03333	0.08777
132.03333	0.09245
132.03333	0.09180
132.03333	0.08858
132.03333	0.08632
132.03333	0.09293
132.03333	0.09067
132.03333	0.10211
132.03333	0.10211
132.03333	0.10646
132.03333	0.10614
132.03333	0.10211
132.03333	0.10098
132.03333	0.10082
132.03333	0.09953
132.03333	0.09003
132.03333	0.09148
132.03333	0.02478
132.03333	0.02462
132.03333	0.08906
132.03333	0.09228
132.03333	0.09551
132.01667	0.09486
132.01667	0.10034
132.01667	0.10179
132.01667	0.10421
132.01667	0.10437
132.01667	0.10856
132.01667	0.09905
132.01667	0.10501
132.01667	0.10614
132.00000	0.10163
131.96667	0.10759
131.90000	0.10195
131.81667	0.10324
131.71667	0.10727
131.58333	0.10743
131.48333	0.10195
131.40000	0.10356
131.33333	0.09825
131.28333	0.09647
131.25000	0.10147
131.20000	0.10098
131.16667	0.10050
131.10000	0.09905
131.03333	0.09792
130.98333	0.10018
130.96667	0.09792
130.95000	0.10002
130.93333	0.10517
130.91667	0.09857
130.90000	0.10533
130.85000	0.10115
130.81667	0.09631
130.76667	0.10147
130.71667	0.09535
130.65000	0.09889
130.55000	0.10211
130.41667	0.09390
130.30000	0.09728
130.21667	0.09325
130.20000	0.09422
130.20000	0.09696
130.18333	0.08938
130.18333	0.08955
130.16667	0.09067
130.13333	0.08826
130.10000	0.08052
130.08333	0.07585
130.06667	0.06715
130.05000	0.07263
130.05000	0.07940
130.05000	0.07392
130.03333	0.07923
130.03333	0.08407
130.03333	0.07891
130.01667	0.07343
130.00000	0.08085
129.96667	0.07698
129.91667	0.07343
129.88333	0.07714
129.83333	0.07569
129.78333	0.07811
129.75000	0.08584
129.70000	0.08165
129.65000	0.08713
129.58333	0.08584
129.51667	0.08568
129.46667	0.09325
129.41667	0.09696
129.40000	0.08793
129.36667	0.09196
129.33333	0.09422
129.28333	0.08938
129.25000	0.08906
129.21667	0.08358
129.20000	0.08971
129.18333	0.08648
129.18333	0.08938
129.16667	0.09212
129.16667	0.09293
129.15000	0.09228
129.15000	0.09196
129.15000	0.08793
129.15000	0.08777
129.13333	0.08503
129.13333	0.08713
129.11667	0.09083
129.11667	0.09051
129.10000	0.08987
129.10000	0.09148
129.08333	0.09390
129.05000	0.09228
129.01667	0.09325
128.96667	0.08632
128.93333	0.08085
128.91667	0.07988
128.91667	0.08375
128.91667	0.08213
128.91667	0.08697
128.90000	0.08600
128.90000	0.08890
128.88333	0.08874
128.85000	0.08858
128.80000	0.08697
128.75000	0.08278
128.70000	0.07859
128.66667	0.08600
128.65000	0.08874
128.63333	0.07343
128.61667	0.08068
128.60000	0.08294
128.58333	0.08068
128.56667	0.08584
128.53333	0.08326
128.51667	0.08874
128.48333	0.08149
128.45000	0.08423
128.38333	0.08052
128.33333	0.08358
128.30000	0.08536
128.26667	0.08391
128.23333	0.08487
128.20000	0.08568
128.15000	0.07891
128.08333	0.08085
128.01667	0.07295
127.96667	0.07392
127.90000	0.07134
127.83333	0.06908
127.78333	0.06860
127.73333	0.05926
127.68333	0.06006
127.66667	0.06151
127.65000	0.06522
127.63333	0.05716
127.61667	0.06409
127.60000	0.07456
127.58333	0.07505
127.58333	0.06812
127.58333	0.07843
127.56667	0.07472
127.56667	0.08085
127.56667	0.07650
127.56667	0.07295
127.56667	0.07778
127.56667	0.08085
127.56667	0.07714
127.56667	0.08375
127.56667	0.08246
127.56667	0.08407
127.56667	0.08375
127.55000	0.08600
127.55000	0.08536
127.55000	0.08600
127.53333	0.08858
127.51667	0.08455
127.50000	0.08423
127.48333	0.08810
127.46667	0.08826
127.45000	0.08326
127.41667	0.09067
127.40000	0.08020
127.36667	0.08810
127.33333	0.08632
127.30000	0.08278
127.26667	0.08761
127.21667	0.08487
127.15000	0.08681
127.06667	0.08278
126.98333	0.08584
126.91667	0.08568
126.85000	0.08133
126.81667	0.07923
126.80000	0.08085
126.78333	0.08423
126.78333	0.07891
126.76667	0.07343
126.76667	0.07521
126.76667	0.06602
126.75000	0.06538
126.73333	0.07569
126.71667	0.07762
126.70000	0.08036
126.68333	0.08294
126.66667	0.08181
126.65000	0.08230
126.63333	0.08117
126.63333	0.07698
126.60000	0.07698
126.58333	0.08004
126.55000	0.07843
126.51667	0.07601
126.48333	0.08262
126.45000	0.07698
126.40000	0.07601
126.33333	0.06925
126.28333	0.07891
126.21667	0.07456
126.15000	0.07360
126.11667	0.07827
126.05000	0.07940
125.98333	0.07843
125.90000	0.07247
125.81667	0.07392
125.71667	0.07311
125.65000	0.07392
125.58333	0.07376
125.55000	0.07279
125.50000	0.07215
125.43333	0.07569
125.36667	0.07166
125.30000	0.07118
125.26667	0.07198
125.23333	0.07585
125.20000	0.07650
125.20000	0.08101
125.20000	0.07392
125.18333	0.07633
125.18333	0.07086
125.16667	0.07682
125.16667	0.07811
125.16667	0.07392
125.15000	0.07086
125.15000	0.08004
125.15000	0.07311
125.15000	0.07488
125.16667	0.07730
125.16667	0.07569
125.18333	0.07891
125.18333	0.07247
125.18333	0.07859
125.20000	0.07940
125.20000	0.07746
125.20000	0.06860
125.20000	0.00400
125.20000	0.02413
125.20000	0.03090
125.20000	0.06183
125.20000	0.08149
125.20000	0.07956
125.20000	0.08036
125.20000	0.07537
125.20000	0.08181
125.20000	0.07682
125.20000	0.07327
125.20000	0.07408
125.20000	0.05942
125.20000	0.03138
125.20000	0.02091
125.20000	0.03155
125.20000	0.02575
125.20000	0.02204
125.20000	0.03155
125.20000	0.02446
125.20000	0.01141
125.21667	0.00980
125.21667	0.04750
125.21667	0.06635
125.21667	0.06941
125.21667	0.06973
125.21667	0.06763
125.20000	0.06473
125.20000	0.06683
125.20000	0.06683
125.20000	0.06860
125.20000	0.08052
125.20000	0.07617
125.20000	0.08004
125.20000	0.07923
125.20000	0.08246
125.20000	0.07666
125.20000	0.07376
125.20000	0.07424
125.20000	0.08294
125.18333	0.07730
125.18333	0.08101
125.18333	0.07859
125.18333	0.07601
125.16667	0.07778
125.16667	0.08101
125.16667	0.08004
125.16667	0.08085
125.13333	0.07102
125.06667	0.07279
124.96667	0.07585
124.88333	0.07424
124.78333	0.07956
124.65000	0.07376
124.55000	0.07730
124.46667	0.06763
124.38333	0.07118
124.33333	0.07376
124.26667	0.07376
124.23333	0.07263
124.20000	0.07505
124.16667	0.07456
124.13333	0.07505
124.08333	0.07633
124.01667	0.07005
123.93333	0.07102
123.85000	0.06973
123.80000	0.05926
123.73333	0.06506
123.65000	0.05813
123.56667	0.06280
123.51667	0.07198
123.46667	0.07134
123.41667	0.06506
123.36667	0.06635
123.31667	0.06618
123.28333	0.06280
123.25000	0.06763
123.21667	0.06409
123.18333	0.06635
123.15000	0.05990
123.11667	0.06747
123.06667	0.05797
123.03333	0.06167
123.00000	0.06328
122.96667	0.06232
122.95000	0.06119
122.95000	0.05861
122.95000	0.05877
122.93333	0.06183
122.91667	0.05748
122.90000	0.06280
122.88333	0.06490
122.86667	0.06457
122.86667	0.06860
122.85000	0.07005
122.81667	0.06828
122.80000	0.06908
122.76667	0.06667
122.71667	0.06135
122.65000	0.06151
122.56667	0.06055
122.48333	0.06022
122.43333	0.06087
122.41667	0.05781
122.40000	0.05765
122.36667	0.05410
122.31667	0.05168
122.26667	0.04862
122.23333	0.05555
122.20000	0.04895
122.18333	0.05668
122.18333	0.05974
122.18333	0.05732
122.18333	0.06248
122.18333	0.06167
122.18333	0.06409
122.18333	0.06506
122.18333	0.05990
122.18333	0.06796
122.18333	0.05668
122.16667	0.05716
122.16667	0.06232
122.16667	0.06457
122.15000	0.06167
122.13333	0.06892
122.11667	0.06377
122.08333	0.06570
122.03333	0.06022
122.00000	0.05974
121.96667	0.06570
121.90000	0.05603
121.86667	0.06683
121.85000	0.07166
121.80000	0.06812
121.73333	0.06425
121.68333	0.05748
121.63333	0.05942
121.56667	0.05797
121.51667	0.06570
121.45000	0.06457
121.35000	0.05926
121.28333	0.05829
121.23333	0.06071
121.18333	0.05942
121.13333	0.05748
121.08333	0.05378
121.03333	0.06457
120.98333	0.05652
120.95000	0.06103
120.91667	0.05893
120.86667	0.06232
120.81667	0.06022
120.75000	0.05491
120.70000	0.05732
120.66667	0.05684
120.63333	0.05861
120.58333	0.05507
120.55000	0.05410
120.51667	0.05330
120.48333	0.05652
120.45000	0.05748
120.43333	0.05313
120.40000	0.05700
120.38333	0.05523
120.36667	0.04685
120.35000	0.05523
120.31667	0.05603
120.30000	0.05233
120.28333	0.05491
120.28333	0.04605
120.26667	0.05636
120.26667	0.05636
120.26667	0.05458
120.26667	0.05023
120.26667	0.04685
120.25000	0.05152
120.25000	0.05249
120.23333	0.05378
120.23333	0.05652
120.21667	0.05781
120.18333	0.05088
120.13333	0.05297
120.08333	0.05475
120.05000	0.05732
120.00000	0.05281
119.96667	0.04943
119.90000	0.05555
119.83333	0.05249
119.76667	0.04363
119.71667	0.04637
119.70000	0.04846
119.68333	0.04411
119.66667	0.05040
119.65000	0.05088
119.61667	0.04846
119.60000	0.04669
119.58333	0.04895
119.56667	0.04621
119.55000	0.04637
119.53333	0.04717
119.51667	0.04782
119.48333	0.05152
119.46667	0.04508
119.43333	0.04846
119.40000	0.04991
119.36667	0.05249
119.35000	0.05104
119.33333	0.05346
119.31667	0.05104
119.30000	0.05394
119.26667	0.04846
119.25000	0.05136
119.20000	0.05507
119.16667	0.05007
119.11667	0.05136
119.08333	0.04846
119.06667	0.05523
119.05000	0.05201
119.03333	0.04492
119.03333	0.04701
119.01667	0.04315
119.01667	0.04170
119.00000	0.04637
119.00000	0.04862
119.00000	0.04395
119.00000	0.04443
119.00000	0.04492
119.00000	0.04460
118.98333	0.04443
118.98333	0.03992
118.98333	0.04991
118.98333	0.10968
118.96667	0.07408
118.96667	0.06860
118.95000	0.04766
118.93333	0.05475
118.91667	0.04298
118.90000	0.04572
118.88333	0.04266
118.88333	0.04685
118.88333	0.04701
118.88333	0.04315
118.86667	0.04460
118.86667	0.04701
118.86667	0.04331
118.85000	0.04943
118.83333	0.04766
118.81667	0.05072
118.80000	0.04508
118.78333	0.04331
118.71667	0.04943
118.66667	0.05281
118.61667	0.04733
118.55000	0.04927
118.50000	0.04331
118.45000	0.04476
118.40000	0.04395
118.36667	0.04878
118.33333	0.04395
118.28333	0.04814
118.23333	0.04395
118.18333	0.04540
118.13333	0.04153
118.10000	0.04137
118.06667	0.04476
118.03333	0.03928
118.03333	0.03638
118.01667	0.03847
118.01667	0.03718
118.00000	0.03960
118.00000	0.03976
117.98333	0.03992
117.98333	0.04218
117.96667	0.04202
117.96667	0.04508
117.96667	0.03702
117.96667	0.04298
117.96667	0.03928
117.96667	0.04347
117.95000	0.04089
117.95000	0.04041
117.93333	0.04025
117.91667	0.04492
117.91667	0.03654
117.91667	0.03493
117.91667	0.03364
117.91667	0.04186
117.91667	0.04153
117.91667	0.04379
117.91667	0.04862
117.91667	0.04282
117.91667	0.04395
117.91667	0.04057
117.91667	0.04202
117.91667	0.04588
117.91667	0.04669
117.91667	0.04669
117.91667	0.04395
117.91667	0.04750
117.91667	0.04782
117.91667	0.04427
117.91667	0.04572
117.91667	0.04846
117.91667	0.04572
117.91667	0.04588
117.91667	0.04669
117.91667	0.04943
117.91667	0.04395
117.91667	0.05104
117.91667	0.04556
117.91667	0.04685
117.91667	0.04572
117.91667	0.05394
117.90000	0.03928
117.85000	0.04685
117.78333	0.04750
117.73333	0.04411
117.70000	0.04588
117.63333	0.04556
117.58333	0.04137
117.51667	0.04733
117.45000	0.03960
117.38333	0.04170
117.30000	0.04315
117.23333	0.04685
117.18333	0.04460
117.15000	0.03992
117.11667	0.04347
117.08333	0.03960
117.05000	0.03847
117.00000	0.04008
116.96667	0.03831
116.93333	0.04443
116.90000	0.04057
116.86667	0.03992
116.81667	0.03735
116.76667	0.04492
116.71667	0.03847
116.70000	0.03976
116.66667	0.03880
116.65000	0.03863
116.65000	0.03783
116.65000	0.04153
116.63333	0.03654
116.63333	0.03767
116.63333	0.04025
116.61667	0.04057
116.60000	0.04202
116.56667	0.03654
116.50000	0.03670
116.45000	0.04186
116.40000	0.03992
116.38333	0.03976
116.36667	0.03815
116.36667	0.04202
116.35000	0.03557
116.35000	0.03718
116.35000	0.03638
116.33333	0.04008
116.31667	0.03831
116.28333	0.04153
116.26667	0.03718
116.23333	0.04025
116.16667	0.04218
116.08333	0.04153
116.01667	0.03992
115.93333	0.04121
115.83333	0.03815
115.76667	0.03912
115.70000	0.03477
115.65000	0.04137
115.63333	0.03751
115.60000	0.03976
115.58333	0.03735
115.55000	0.03477
115.53333	0.03235
115.51667	0.03316
115.48333	0.04105
115.45000	0.03638
115.41667	0.03718
115.35000	0.03912
115.30000	0.03203
115.25000	0.03718
115.21667	0.03058
115.20000	0.03718
115.18333	0.04008
115.16667	0.03155
115.15000	0.03364
115.11667	0.03412
115.06667	0.03042
115.03333	0.03525
115.00000	0.03090
114.96667	0.03477
114.95000	0.03187
114.93333	0.02413
114.93333	0.02510
114.91667	0.02736
114.91667	0.02848
114.90000	0.03235
114.90000	0.03606
114.90000	0.03090
114.90000	0.03010
114.90000	0.02913
114.91667	0.03799
114.91667	0.03525
114.91667	0.03010
114.91667	0.03767
114.91667	0.03251
114.91667	0.03654
114.91667	0.03493
114.91667	0.03573
114.91667	0.03010
114.91667	0.03122
114.91667	0.02446
114.91667	0.02961
114.91667	0.02156
114.91667	0.02542
114.91667	0.02381
114.91667	0.02510
114.91667	0.02558
114.91667	0.03557
114.91667	0.03235
114.91667	0.03541
114.91667	0.03155
114.91667	0.03316
114.91667	0.03412
114.91667	0.04379
114.91667	0.03332
114.90000	0.04105
114.90000	0.03944
114.88333	0.03090
114.86667	0.03477
114.86667	0.03106
114.85000	0.02848
114.81667	0.02881
114.75000	0.03348
114.68333	0.02703
114.66667	0.03364
114.65000	0.02204
114.63333	0.03171
114.60000	0.02752
114.53333	0.03718
114.46667	0.03316
114.36667	0.03541
114.25000	0.03251
114.16667	0.01995
114.10000	0.02043
114.05000	0.02687
114.03333	0.02478
113.98333	0.02881
113.93333	0.04073
113.90000	0.03235
113.86667	0.02848
113.85000	0.02929
113.83333	0.03155
113.81667	0.03090
113.80000	0.02575
113.78333	0.02703
113.65000	0.03122
113.43333	0.02897
113.31667	0.02575
113.28333	0.02913
113.25000	0.02156
113.21667	0.02720
113.20000	0.02494
113.16667	0.02510
113.13333	0.02510
113.10000	0.02913
113.06667	0.01978
113.03333	0.02655
113.00000	0.02993
112.98333	0.02800
112.96667	0.02703
112.95000	0.02703
112.91667	0.02413
112.88333	0.02591
112.83333	0.02623
112.76667	0.02107
112.68333	0.01930
112.66667	0.02027
112.65000	0.02607
112.63333	0.01801
112.63333	0.01753
112.60000	0.02462
112.51667	0.02011
112.40000	0.02075
112.26667	0.02268
112.15000	0.01914
112.08333	0.01898
111.98333	0.01141
111.86667	0.01447
111.73333	0.01495
111.61667	0.01108
111.55000	0.00899
111.48333	0.00899
111.43333	0.00915
111.41667	0.00835
111.41667	0.00238
111.41667	0.00351
111.41667	0.00641
111.41667	0.01060
111.41667	0.01479
111.41667	0.01769
111.41667	0.02011
111.41667	0.01850
111.40000	0.02107
111.40000	0.01721
111.40000	0.01769
111.40000	0.02091
111.40000	0.01785
111.40000	0.01447
111.40000	0.01672
111.40000	0.01721
111.40000	0.01479
111.40000	0.00706
111.40000	0.01672
111.40000	0.00561
111.40000	0.01769
111.40000	0.01431
111.40000	0.00931
111.40000	0.01334
111.40000	0.01914
111.40000	0.01366
111.40000	0.01785
111.40000	0.02172
111.41667	0.01608
111.41667	0.01688
111.41667	0.02156
111.41667	0.02381
111.41667	0.02317
111.41667	0.01850
111.41667	0.02494
111.41667	0.02204
111.41667	0.02397
111.40000	0.01672
111.40000	0.01656
111.40000	0.01962
111.40000	0.02381
111.38333	0.01705
111.36667	0.02091
111.28333	0.01576
111.20000	0.02252
111.13333	0.02413
111.05000	0.02140
111.01667	0.02091
110.98333	0.01721
110.95000	0.02107
110.91667	0.01560
110.88333	0.01608
110.86667	0.02188
110.83333	0.01962
110.80000	0.01495
110.76667	0.02172
110.71667	0.01608
110.68333	0.02123
110.66667	0.01656
110.63333	0.01624
110.61667	0.01398
110.56667	0.01866
110.53333	0.01270
110.51667	0.01592
110.48333	0.01366
110.48333	0.01592
110.46667	0.01785
110.45000	0.01624
110.45000	0.01769
110.43333	0.01302
110.43333	0.01882
110.43333	0.01350
110.41667	0.01527
110.41667	0.01914
110.41667	0.01431
110.41667	0.01882
110.41667	0.01850
110.41667	0.01366
110.40000	0.00818
110.40000	0.01560
110.38333	0.01753
110.38333	0.01060
110.36667	0.01125
110.35000	0.00899
110.33333	0.01028
110.31667	0.01092
110.31667	0.00883
110.30000	0.01286
110.28333	0.01978
110.26667	0.01801
110.21667	0.01705
110.16667	0.01833
110.11667	0.01721
110.08333	0.01511
110.06667	0.01656
110.05000	0.01463
110.03333	0.01801
110.01667	0.01801
109.96667	0.01334
109.93333	0.01398
109.88333	0.01640
109.83333	0.01012
109.78333	0.01415
109.75000	0.00931
109.70000	0.01334
109.65000	0.01270
109.60000	0.01060
109.58333	0.01270
109.55000	0.01173
109.53333	0.01608
109.50000	0.01028
109.48333	0.01205
109.45000	0.00786
109.41667	0.01382
109.38333	0.00802
109.35000	0.01253
109.31667	0.00996
109.28333	0.01221
109.26667	0.01511
109.23333	0.01092
109.20000	0.00319
109.18333	0.00867
109.16667	0.00802
109.16667	0.00238
109.15000	0.00561
109.13333	0.01334
109.11667	0.00883
109.11667	0.01237
109.10000	0.01431
109.10000	0.01060
109.10000	0.01076
109.10000	0.01672
109.10000	0.01044
109.10000	0.01463
109.10000	0.01012
109.08333	0.01157
109.08333	0.01447
109.08333	0.00786
109.10000	0.00899
109.10000	0.00867
109.10000	0.01350
109.10000	0.00657
109.10000	0.01447
109.10000	0.01205
109.10000	0.01108
109.10000	0.01189
109.10000	0.00512
109.10000	0.01398
109.10000	0.01141
109.10000	0.00238
109.10000	0.00464
109.10000	-0.00261
109.10000	0.00206
109.10000	-0.00019
109.10000	0.00110
109.10000	0.00818
109.10000	0.01205
109.10000	0.01447
109.10000	0.01125
109.10000	0.01608
109.10000	0.01141
109.10000	0.01431
109.10000	0.00883
109.10000	0.01044
109.10000	0.00690
109.10000	0.01028
109.10000	0.01044
109.10000	0.01076
109.10000	0.01060
109.10000	0.00754
109.10000	0.00963
109.10000	0.00400
109.10000	0.01092
109.10000	0.00641
109.10000	0.00915
109.10000	0.01028
109.10000	0.00593
109.10000	0.01334
109.10000	0.01060
109.10000	0.01366
109.10000	0.01076
109.10000	0.00528
109.10000	0.00802
109.10000	0.01302
109.10000	0.00851
109.06667	0.00706
108.86667	0.00657
108.71667	0.01076
108.66667	0.01141
108.63333	0.01076
108.58333	0.00899
108.53333	0.00464
108.50000	0.00851
108.43333	0.00722
108.33333	0.00625
108.20000	0.00625
108.10000	0.01141
108.00000	0.00641
107.91667	0.00464
107.83333	0.00255
107.78333	0.00496
107.73333	0.00577
107.68333	0.00786
107.66667	0.00496
107.63333	0.00931
107.60000	0.00271
107.55000	0.00351
107.51667	0.00464
107.45000	0.00690
107.40000	0.00287
107.35000	0.00963
107.30000	-0.00148
107.28333	0.00738
107.26667	0.00706
107.26667	0.00077
107.26667	0.00174
107.26667	0.00126
107.26667	0.00738
107.26667	0.00351
107.26667	-0.00019
107.26667	0.00351
107.26667	0.00561
107.26667	-0.00261
107.26667	0.00013
107.26667	0.00271
107.26667	0.00126
107.26667	0.00158
107.26667	0.00432
107.26667	0.00238
107.26667	0.00480
107.26667	0.00174
107.26667	0.00512
107.26667	0.00110
107.26667	0.00093
107.26667	-0.00100
107.26667	0.00174
107.28333	0.00512
107.28333	0.00190
107.28333	0.00690
107.28333	0.00561
107.28333	0.00528
107.28333	0.00077
107.28333	-0.00035
107.28333	0.00335
107.28333	0.00480
107.26667	0.00931
107.26667	0.00319
107.26667	0.00351
107.26667	0.00303
107.26667	0.00335
107.28333	0.00287
107.28333	0.00142
107.28333	0.01012
107.28333	-0.00213
107.26667	-0.00164
107.26667	0.00271
107.26667	0.00126
107.26667	0.00335
107.26667	-0.00454
107.26667	0.00464
107.26667	0.00496
107.26667	0.00222
107.26667	0.00528
107.25000	0.00061
107.23333	0.00673
107.16667	0.00093
107.05000	0.00947
106.93333	0.00464
106.85000	0.00351
106.80000	0.00496
106.75000	0.00158
106.71667	0.00222
106.68333	-0.00003
106.65000	0.00142
106.60000	0.00077
106.56667	-0.00197
106.53333	0.00222
106.48333	0.00077
106.43333	-0.00261
106.38333	-0.00035
106.30000	0.00545
106.20000	0.00142
106.16667	0.00206
106.15000	0.00158
106.13333	-0.00019
106.13333	0.00335
106.11667	-0.00084
106.11667	0.00110
106.06667	0.00271
106.00000	0.00013
105.95000	0.00287
105.93333	0.00029
105.91667	0.00142
105.90000	-0.00148
105.88333	0.00013
105.86667	0.00287
105.86667	0.00126
105.85000	-0.00180
105.83333	0.00480
105.80000	0.00335
105.78333	-0.00261
105.76667	-0.00003
105.73333	0.00351
105.70000	0.00093
105.66667	-0.00358
105.61667	0.00303
105.58333	-0.00293
105.55000	0.00061
105.51667	0.00271
105.50000	0.00222
105.48333	0.00174
105.46667	0.00126
105.46667	0.00093
105.46667	0.00255
105.45000	0.00383
105.45000	-0.00084
105.45000	0.00077
105.43333	0.00142
105.43333	0.00077
105.41667	0.00029
105.40000	0.00142
105.38333	0.00303
105.38333	0.00222
105.36667	0.00367
105.35000	-0.00003
105.33333	-0.00052
105.33333	0.00351
105.31667	-0.00019
105.31667	0.00303
105.28333	-0.00261
105.26667	0.00029
105.21667	0.00077
105.18333	0.00448
105.15000	0.00432
105.10000	-0.00132
105.08333	0.00093
105.03333	-0.00052
105.00000	0.00464
104.93333	0.00303
104.88333	0.00496
104.83333	-0.00245
104.78333	0.00061
104.73333	0.00416
104.70000	0.00287
104.68333	-0.00052
104.66667	0.00029
104.66667	0.00335
104.65000	0.00029
104.65000	0.00190
104.65000	-0.00084
104.65000	-0.00293
104.63333	-0.00180
104.63333	0.00335
104.63333	-0.00148
104.63333	0.00255
104.63333	0.00045
104.63333	0.00093
104.65000	0.00077
104.66667	-0.00519
104.66667	0.02188
104.68333	-0.00277
104.68333	0.02897
104.68333	-0.00245
104.68333	0.00029
104.68333	0.00142
104.68333	-0.00068
104.68333	-0.00100
104.68333	0.00238
104.68333	-0.00277
104.68333	0.00013
104.68333	0.00255
104.68333	-0.00068
104.68333	-0.00100
104.68333	0.00126
104.68333	-0.00035
104.68333	0.00238
104.68333	0.00222
104.68333	0.00319
104.68333	0.00174
104.68333	0.00061
104.70000	0.00271
104.70000	0.00400
104.70000	0.00206
104.70000	0.00174
104.70000	-0.00052
104.70000	0.00013
104.70000	0.00061
104.70000	0.00077
104.70000	0.00110
104.70000	0.00029
104.70000	-0.00084
104.70000	0.00158
104.70000	0.00013
104.70000	-0.00180
104.70000	0.00255
104.70000	0.00255
104.70000	0.00126
104.68333	-0.00164
104.68333	0.00287
104.68333	-0.00148
104.68333	0.00319
104.66667	-0.00116
104.66667	0.00432
104.66667	0.00528
104.65000	0.00480
104.63333	0.00174
104.55000	0.00367
104.46667	-0.00003
104.41667	0.00512
104.36667	-0.00003
104.31667	0.00690
104.26667	0.00045
104.25000	0.00303
104.23333	0.00351
104.23333	0.00255
104.23333	0.00432
104.23333	0.00013
104.23333	-0.00084
104.23333	0.00206
104.23333	-0.00213
104.23333	-0.00197
104.23333	0.00367
104.23333	-0.00229
104.23333	-0.00213
104.25000	-0.00148
104.25000	0.00222
104.25000	0.00222
104.25000	0.00029
104.25000	0.00126
104.25000	0.00029
104.25000	-0.00035
104.25000	0.00174
104.25000	0.00303
104.25000	-0.00052
104.25000	0.00367
104.25000	-0.00068
104.25000	0.00255
104.25000	0.00319
104.25000	0.00351
104.25000	0.00255
104.25000	0.00303
104.25000	0.00190
104.25000	0.00255
104.25000	0.00512
104.25000	0.00045
104.23333	0.00142
104.23333	-0.00213
104.23333	0.00061
104.21667	0.00416
104.20000	0.00142
104.16667	0.00448
104.11667	-0.00164
104.06667	0.00400
104.00000	0.00271
103.95000	0.00110
103.88333	0.00029
103.83333	0.00142
103.80000	0.00464
103.76667	0.00174
103.75000	-0.00068
103.73333	0.00351
103.70000	0.00222
103.66667	0.00174
103.61667	0.00416
103.55000	0.00061
103.48333	0.00335
103.43333	0.00448
103.38333	-0.00003
103.33333	-0.00229
103.28333	0.00351
103.23333	0.00222
103.20000	0.00287
103.16667	0.00142
103.11667	0.00045
103.08333	0.00383
103.05000	0.00319
103.00000	0.00303
102.96667	0.00222
102.95000	0.00093
102.93333	0.00496
102.93333	-0.00019
102.90000	0.00142
102.86667	0.00110
102.80000	0.00013
102.71667	0.00045
102.63333	0.00206
102.58333	0.00110
102.53333	-0.00100
102.48333	0.00400
102.43333	0.00351
102.40000	0.00287
102.35000	0.00190
102.30000	0.00706
102.25000	-0.00052
102.21667	-0.00100
102.18333	-0.00003
102.15000	0.00158
102.11667	0.00351
102.08333	-0.00019
102.06667	0.00238
102.05000	0.00271
102.03333	-0.00116
102.00000	0.00351
101.98333	-0.00116
101.95000	0.00126
101.93333	-0.00245
